date,temperature,rain_mm,is_weekend,event_name,event_impact
2025-03-08,8.2,4.2,True,,
2025-03-09,10.0,0.0,True,,
2025-03-10,14.3,0.0,False,,
2025-03-11,12.7,0.0,False,,
2025-03-12,13.9,0.0,False,,
2025-03-13,11.5,10.6,False,,
2025-03-14,13.7,0.0,False,,
2025-03-15,10.0,13.8,True,,
2025-03-16,11.1,0.0,True,,
2025-03-17,10.5,0.0,False,,
2025-03-18,10.7,0.0,False,,
2025-03-19,15.6,0.0,False,,
2025-03-20,14.9,0.0,False,,
2025-03-21,12.3,0.0,False,,
2025-03-22,14.4,0.0,True,,
2025-03-23,14.3,0.0,True,,
2025-03-24,10.5,0.0,False,,
2025-03-25,12.2,0.0,False,,
2025-03-26,13.3,0.0,False,,
2025-03-27,12.4,0.0,False,,
2025-03-28,14.4,0.0,False,,
2025-03-29,15.4,0.0,True,,
2025-03-30,15.8,0.0,True,,
2025-03-31,10.9,0.0,False,,
2025-04-01,14.0,2.7,False,,
2025-04-02,15.6,0.0,False,,
2025-04-03,12.8,23.9,False,,
2025-04-04,17.4,0.0,False,,
2025-04-05,12.6,2.6,True,,
2025-04-06,14.4,2.7,True,,
2025-04-07,14.6,0.0,False,,
2025-04-08,15.8,3.4,False,,
2025-04-09,17.2,0.0,False,,
2025-04-10,13.8,0.0,False,,
2025-04-11,17.5,0.0,False,,
2025-04-12,15.7,2.4,True,,
2025-04-13,15.9,0.0,True,,
2025-04-14,12.7,0.0,False,,
2025-04-15,12.7,0.0,False,,
2025-04-16,13.3,0.0,False,,
2025-04-17,14.4,2.6,False,,
2025-04-18,14.4,2.5,False,,
2025-04-19,17.0,0.0,True,,
2025-04-20,13.0,0.0,True,,
2025-04-21,11.3,3.8,False,,
2025-04-22,17.6,0.0,False,,
2025-04-23,12.7,0.0,False,Sant Jordi,local_holiday
2025-04-24,14.4,0.0,False,,
2025-04-25,12.2,0.0,False,,
2025-04-26,14.6,0.0,True,,
2025-04-27,12.3,0.0,True,,
2025-04-28,15.5,14.5,False,,
2025-04-29,15.0,0.0,False,,
2025-04-30,12.8,0.0,False,,
2025-05-01,17.3,3.1,False,,
2025-05-02,15.7,2.2,False,,
2025-05-03,15.1,0.0,True,,
2025-05-04,20.8,0.0,True,,
2025-05-05,18.5,0.0,False,,
2025-05-06,15.6,0.0,False,,
2025-05-07,18.1,0.0,False,,
2025-05-08,19.7,0.0,False,,
2025-05-09,17.2,0.0,False,,
2025-05-10,18.2,0.0,True,,
2025-05-11,18.5,0.0,True,,
2025-05-12,15.3,0.0,False,,
2025-05-13,16.8,5.5,False,,
2025-05-14,18.7,0.0,False,,
2025-05-15,14.9,2.1,False,,
2025-05-16,17.4,0.0,False,,
2025-05-17,14.2,6.3,True,,
2025-05-18,15.9,2.1,True,,
2025-05-19,16.4,0.0,False,,
2025-05-20,15.1,0.0,False,,
2025-05-21,13.5,2.8,False,,
2025-05-22,17.1,0.0,False,,
2025-05-23,18.1,0.0,False,,
2025-05-24,20.9,0.0,True,,
2025-05-25,15.8,0.0,True,,
2025-05-26,18.6,0.0,False,,
2025-05-27,15.5,0.0,False,,
2025-05-28,19.4,0.0,False,,
2025-05-29,16.4,0.0,False,,
2025-05-30,16.2,0.0,False,,
2025-05-31,18.9,0.0,True,,
2025-06-01,22.6,0.0,True,,
2025-06-02,22.4,0.0,False,,
2025-06-03,21.8,0.0,False,,
2025-06-04,21.5,0.0,False,,
2025-06-05,23.7,0.0,False,,
2025-06-06,24.4,0.0,False,,
2025-06-07,20.4,2.9,True,,
2025-06-08,18.3,2.1,True,,
2025-06-09,24.9,0.0,False,,
2025-06-10,24.4,0.0,False,,
2025-06-11,19.9,0.0,False,,
2025-06-12,21.0,0.0,False,,
2025-06-13,23.2,0.0,False,,
2025-06-14,21.2,0.0,True,,
2025-06-15,21.0,0.0,True,,
2025-06-16,22.7,0.0,False,,
2025-06-17,24.3,0.0,False,,
2025-06-18,23.4,0.0,False,,
2025-06-19,22.6,0.0,False,,
2025-06-20,20.3,0.0,False,,
2025-06-21,19.9,3.4,True,,
2025-06-22,22.3,0.0,True,,
2025-06-23,24.8,0.0,False,Sant Joan Eve,party
2025-06-24,20.0,0.0,False,Sant Joan,local_holiday
2025-06-25,19.9,2.5,False,,
2025-06-26,21.0,0.0,False,,
2025-06-27,19.2,0.0,False,,
2025-06-28,24.3,0.0,True,,
2025-06-29,22.4,0.0,True,,
2025-06-30,22.7,0.0,False,,
2025-07-01,22.4,0.0,False,,
2025-07-02,26.8,0.0,False,,
2025-07-03,27.4,0.0,False,,
2025-07-04,22.8,0.0,False,,
2025-07-05,25.3,0.0,True,,
2025-07-06,22.2,0.0,True,,
2025-07-07,25.9,0.0,False,,
2025-07-08,25.3,0.0,False,,
2025-07-09,25.3,0.0,False,,
2025-07-10,27.7,0.0,False,,
2025-07-11,24.0,0.0,False,,
2025-07-12,27.6,0.0,True,,
2025-07-13,22.3,0.0,True,,
2025-07-14,25.1,0.0,False,,
2025-07-15,25.2,2.7,False,,
2025-07-16,22.0,0.0,False,,
2025-07-17,25.2,0.0,False,,
2025-07-18,24.8,0.0,False,,
2025-07-19,24.9,0.0,True,,
2025-07-20,26.0,0.0,True,,
2025-07-21,26.8,0.0,False,,
2025-07-22,23.7,0.0,False,,
2025-07-23,25.8,0.0,False,,
2025-07-24,23.3,0.0,False,,
2025-07-25,23.4,0.0,False,,
2025-07-26,23.8,0.0,True,,
2025-07-27,23.2,0.0,True,,
2025-07-28,26.7,0.0,False,,
2025-07-29,25.6,0.0,False,,
2025-07-30,22.3,0.0,False,,
2025-07-31,25.0,0.0,False,,
2025-08-01,28.3,0.0,False,,
2025-08-02,24.1,0.0,True,,
2025-08-03,26.0,0.0,True,,
2025-08-04,28.8,0.0,False,,
2025-08-05,23.4,0.0,False,,
2025-08-06,25.6,0.0,False,,
2025-08-07,23.8,0.0,False,,
2025-08-08,24.5,0.0,False,,
2025-08-09,23.3,0.0,True,,
2025-08-10,28.6,0.0,True,,
2025-08-11,23.9,0.0,False,,
2025-08-12,28.8,0.0,False,,
2025-08-13,26.7,0.0,False,,
2025-08-14,23.9,0.0,False,,
2025-08-15,26.6,0.0,False,,
2025-08-16,28.7,0.0,True,,
2025-08-17,23.6,0.0,True,,
2025-08-18,26.8,0.0,False,,
2025-08-19,28.7,0.0,False,,
2025-08-20,27.1,0.0,False,,
2025-08-21,28.9,0.0,False,,
2025-08-22,23.2,0.0,False,,
2025-08-23,28.1,0.0,True,,
2025-08-24,27.9,0.0,True,,
2025-08-25,25.8,0.0,False,,
2025-08-26,23.2,0.0,False,,
2025-08-27,28.7,0.0,False,,
2025-08-28,24.9,0.0,False,,
2025-08-29,26.0,0.0,False,,
2025-08-30,24.3,0.0,True,,
2025-08-31,23.7,0.0,True,,
2025-09-01,22.7,0.0,False,,
2025-09-02,22.3,0.0,False,,
2025-09-03,18.9,2.6,False,,
2025-09-04,21.1,0.0,False,,
2025-09-05,23.8,2.1,False,,
2025-09-06,23.8,2.4,True,,
2025-09-07,20.3,2.4,True,,
2025-09-08,23.6,2.5,False,,
2025-09-09,24.9,0.0,False,,
2025-09-10,20.6,0.0,False,,
2025-09-11,23.2,0.0,False,La Diada,local_holiday
2025-09-12,23.3,0.0,False,,
2025-09-13,22.9,0.0,True,,
2025-09-14,20.7,0.0,True,,
2025-09-15,23.6,2.5,False,,
2025-09-16,20.9,88.5,False,,
2025-09-17,21.3,0.0,False,,
2025-09-18,22.2,0.0,False,,
2025-09-19,18.3,2.5,False,,
2025-09-20,23.0,0.0,True,,
2025-09-21,22.6,0.0,True,,
2025-09-22,22.5,0.0,False,,
2025-09-23,22.0,0.0,False,,
2025-09-24,24.6,0.0,False,La Mercè,local_holiday
2025-09-25,22.2,0.0,False,,
2025-09-26,25.0,0.0,False,,
2025-09-27,22.7,0.0,True,,
2025-09-28,25.9,0.0,True,,
2025-09-29,20.1,0.0,False,,
2025-09-30,24.0,0.0,False,,
2025-10-01,20.3,0.0,False,,
2025-10-02,20.6,0.0,False,,
2025-10-03,17.5,2.1,False,,
2025-10-04,18.1,8.0,True,,
2025-10-05,19.0,0.0,True,,
2025-10-06,17.4,2.5,False,,
2025-10-07,18.7,0.0,False,,
2025-10-08,18.7,0.0,False,,
2025-10-09,18.7,0.0,False,,
2025-10-10,17.3,6.7,False,,
2025-10-11,20.7,0.0,True,,
2025-10-12,16.9,0.0,True,,
2025-10-13,19.0,17.8,False,,
2025-10-14,14.2,2.1,False,,
2025-10-15,18.6,8.9,False,,
2025-10-16,19.4,0.0,False,,
2025-10-17,20.7,0.0,False,,
2025-10-18,16.2,0.0,True,,
2025-10-19,20.1,0.0,True,,
2025-10-20,17.9,0.0,False,,
2025-10-21,16.1,9.7,False,,
2025-10-22,21.2,0.0,False,,
2025-10-23,22.0,0.0,False,,
2025-10-24,21.5,0.0,False,,
2025-10-25,17.0,2.6,True,,
2025-10-26,19.5,0.0,True,,
2025-10-27,21.0,0.0,False,,
2025-10-28,18.5,0.0,False,,
2025-10-29,16.6,0.0,False,,
2025-10-30,21.4,0.0,False,,
2025-10-31,20.0,2.3,False,,
2025-11-01,12.1,0.0,True,,
2025-11-02,12.9,0.0,True,,
2025-11-03,12.8,2.3,False,,
2025-11-04,16.9,0.0,False,,
2025-11-05,12.6,0.0,False,,
2025-11-06,11.2,0.0,False,,
2025-11-07,13.9,2.1,False,,
2025-11-08,16.0,0.0,True,,
2025-11-09,12.4,0.0,True,,
2025-11-10,14.5,3.1,False,,
2025-11-11,14.4,2.0,False,,
2025-11-12,13.0,0.0,False,,
2025-11-13,12.2,0.0,False,,
2025-11-14,11.1,0.0,False,,
2025-11-15,15.2,0.0,True,,
2025-11-16,12.9,2.3,True,,
2025-11-17,13.6,0.0,False,,
2025-11-18,12.8,0.0,False,,
2025-11-19,15.7,0.0,False,,
2025-11-20,15.5,0.0,False,,
2025-11-21,14.5,0.0,False,,
2025-11-22,16.0,0.0,True,,
2025-11-23,10.7,2.4,True,,
2025-11-24,15.0,0.0,False,,
2025-11-25,15.1,0.0,False,,
2025-11-26,11.6,2.4,False,,
2025-11-27,14.7,0.0,False,,
2025-11-28,14.4,0.0,False,,
2025-11-29,11.9,0.0,True,,
2025-11-30,14.4,2.0,True,,
2025-12-01,8.7,0.0,False,,
2025-12-02,12.8,0.0,False,,
2025-12-03,13.4,0.0,False,,
2025-12-04,7.3,2.0,False,,
2025-12-05,11.9,0.0,False,,
2025-12-06,9.7,5.7,True,,
2025-12-07,13.5,0.0,True,,
2025-12-08,10.1,0.0,False,,
2025-12-09,12.4,0.0,False,,
2025-12-10,10.9,0.0,False,,
2025-12-11,9.1,2.3,False,,
2025-12-12,8.9,0.0,False,,
2025-12-13,8.5,2.3,True,,
2025-12-14,6.1,3.0,True,,
2025-12-15,9.1,0.0,False,,
2025-12-16,10.0,13.9,False,,
2025-12-17,12.2,0.0,False,,
2025-12-18,11.8,0.0,False,,
2025-12-19,12.1,0.0,False,,
2025-12-20,13.9,0.0,True,,
2025-12-21,10.8,0.0,True,,
2025-12-22,9.7,0.0,False,,
2025-12-23,8.8,0.0,False,,
2025-12-24,7.7,2.5,False,,
2025-12-25,9.6,0.0,False,,
2025-12-26,9.1,0.0,False,,
2025-12-27,11.9,3.3,True,,
2025-12-28,12.5,0.0,True,,
2025-12-29,10.0,3.7,False,,
2025-12-30,13.4,0.0,False,,
2025-12-31,11.4,0.0,False,,
