timestamp,menu_item,qty,price,service_type,customer_type
2025-01-01 13:14:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:14:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:14:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:14:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:14:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:15:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:15:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:15:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:15:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:15:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:15:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:15:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:15:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:15:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:15:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:15:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:15:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:15:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:15:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:15:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:15:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:15:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:15:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:15:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:16:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:16:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:16:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:16:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:16:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:16:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:16:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:16:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:16:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:16:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:16:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:17:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:17:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:17:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:17:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:17:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:17:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:17:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:17:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:17:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:17:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:17:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:17:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:17:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:18:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:18:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:18:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:18:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:18:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:18:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:18:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:18:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:18:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:18:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:18:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:18:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:18:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:19:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:19:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:19:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:19:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:19:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:19:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:19:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:19:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:19:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:19:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:19:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:19:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:19:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:19:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:19:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:19:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:19:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:19:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:19:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:19:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:19:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:19:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:19:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:19:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:19:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:19:00,Chicken Roast,1,14.0,lunch,Local
2025-01-01 13:20:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:20:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:20:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:20:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:20:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:20:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:20:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:20:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:20:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:20:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:20:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:20:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:20:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:20:00,Glass of Rioja,1,4.5,lunch,Local
2025-01-01 13:21:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:21:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:21:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:21:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:21:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:22:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:22:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:22:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:22:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:22:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:24:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:24:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:24:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:24:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:24:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:24:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:24:00,Menu del Dia,1,14.5,lunch,Local
2025-01-01 13:25:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:25:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:25:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:25:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:25:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:25:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:26:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:26:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:26:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:26:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:27:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:27:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:27:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:27:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:28:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:28:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:29:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:29:00,Menu del Dia,1,14.5,lunch,Local
2025-01-01 13:29:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:29:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:29:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:30:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:30:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:30:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:30:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:30:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:30:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:31:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:31:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:31:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:31:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:31:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:31:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:31:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:31:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:32:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:32:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:32:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:32:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:33:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:33:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:33:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:34:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:34:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:34:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:34:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:34:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:34:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:34:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:35:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:35:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:36:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:36:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:36:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:36:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:36:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:36:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:36:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:37:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:37:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:37:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:38:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:38:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:39:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:39:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:39:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:40:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:41:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:41:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:41:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:42:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:42:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:42:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:42:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:42:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:42:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:42:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:43:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:44:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:44:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:45:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:45:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:46:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:46:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:47:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:47:00,Cortado,1,1.8,lunch,Local
2025-01-01 13:47:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:47:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:47:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:48:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:48:00,Glass of Rioja,1,4.5,lunch,Local
2025-01-01 13:48:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:48:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:48:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:48:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:48:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:49:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:49:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:49:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:49:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:49:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:49:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:50:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:50:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:50:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:51:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:51:00,Menu del Dia,1,14.5,lunch,Local
2025-01-01 13:51:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:51:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:51:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:51:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:52:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:52:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:52:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:52:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:53:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:54:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:54:00,Patatas Bravas,1,6.5,lunch,Local
2025-01-01 13:54:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:54:00,Gambas al Ajillo,1,12.0,lunch,Local
2025-01-01 13:54:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:55:00,Glass of Rioja,1,4.5,lunch,Tourist
2025-01-01 13:55:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:55:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:55:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:55:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:56:00,Sangria Jug,1,16.0,lunch,Tourist
2025-01-01 13:56:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:56:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:57:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:57:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:57:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:57:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:58:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:58:00,Tortilla Espanola,1,5.0,lunch,Local
2025-01-01 13:58:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:59:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:59:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:59:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 13:59:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:59:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:59:00,Cortado,1,1.8,lunch,Tourist
2025-01-01 13:59:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:59:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 13:59:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 14:00:00,Estrella Damm (Caña),1,2.5,lunch,Tourist
2025-01-01 14:01:00,Seafood Paella,1,18.0,lunch,Tourist
2025-01-01 14:01:00,Seafood Paella,1,18.0,lunch,Tourist
