timestamp,menu_item_name,quantity
2025-01-02T15:39:00,Seafood Paella (for 2),1
2025-01-02T15:39:00,Menu del Día,2
2025-01-02T15:39:00,Seafood Paella (for 2),1
2025-01-02T15:39:00,Seafood Paella (for 2),1
2025-01-02T15:39:00,Menu del Día,1
2025-01-02T15:40:00,Menu del Día,2
2025-01-02T15:41:00,Seafood Paella (for 2),1
2025-01-02T15:45:00,Menu del Día,1
2025-01-02T15:45:00,Seafood Paella (for 2),1
2025-01-02T16:11:00,Menu del Día,2
2025-01-02T16:18:00,Menu del Día,1
2025-01-02T16:18:00,Seafood Paella (for 2),1
2025-01-02T16:18:00,Seafood Paella (for 2),1
2025-01-02T16:18:00,Seafood Paella (for 2),1
2025-01-02T16:22:00,Menu del Día,2
2025-01-02T16:44:00,Menu del Día,1
2025-01-02T16:49:00,Menu del Día,1
2025-01-02T16:49:00,Seafood Paella (for 2),1
2025-01-02T20:02:00,Tortilla Española,1
2025-01-02T20:02:00,Mineral Water,1
2025-01-02T20:04:00,Tortilla Española,1
2025-01-02T20:04:00,Tortilla Española,1
2025-01-02T20:04:00,Tortilla Española,1
2025-01-02T20:04:00,House Red Wine,1
2025-01-02T20:04:00,House Red Wine,1
2025-01-02T20:04:00,Crema Catalana,1
2025-01-02T20:09:00,Tortilla Española,1
2025-01-02T20:09:00,Tortilla Española,1
2025-01-02T20:09:00,Tortilla Española,1
2025-01-02T20:09:00,Mineral Water,1
2025-01-02T20:09:00,House Red Wine,1
2025-01-02T20:10:00,Patatas Bravas,1
2025-01-02T20:10:00,Patatas Bravas,1
2025-01-02T20:10:00,Patatas Bravas,1
2025-01-02T20:10:00,Seafood Paella (for 2),1
2025-01-02T20:10:00,Mineral Water,1
2025-01-02T20:10:00,Mineral Water,1
2025-01-02T20:10:00,Tortilla Española,1
2025-01-02T20:10:00,Patatas Bravas,1
2025-01-02T20:10:00,Tortilla Española,1
2025-01-02T20:10:00,House Red Wine,1
2025-01-02T20:10:00,Mineral Water,1
2025-01-02T20:14:00,Tortilla Española,1
2025-01-02T20:14:00,Tortilla Española,1
2025-01-02T20:14:00,Patatas Bravas,1
2025-01-02T20:14:00,Tortilla Española,1
2025-01-02T20:14:00,Seafood Paella (for 2),1
2025-01-02T20:14:00,Mineral Water,1
2025-01-02T20:14:00,Mineral Water,1
2025-01-02T20:14:00,House Red Wine,1
2025-01-02T20:15:00,Patatas Bravas,1
2025-01-02T20:15:00,Tortilla Española,1
2025-01-02T20:15:00,Tortilla Española,1
2025-01-02T20:15:00,Seafood Paella (for 2),1
2025-01-02T20:15:00,Mineral Water,1
2025-01-02T20:15:00,House Red Wine,1
2025-01-02T20:17:00,Patatas Bravas,1
2025-01-02T20:17:00,Patatas Bravas,1
2025-01-02T20:17:00,Tortilla Española,1
2025-01-02T20:17:00,Patatas Bravas,1
2025-01-02T20:17:00,Patatas Bravas,1
2025-01-02T20:17:00,Patatas Bravas,1
2025-01-02T20:17:00,Seafood Paella (for 2),1
2025-01-02T20:17:00,Mineral Water,1
2025-01-02T20:17:00,Mineral Water,1
2025-01-02T20:17:00,House Red Wine,1
2025-01-02T20:17:00,Mineral Water,1
2025-01-02T20:17:00,Tortilla Española,1
2025-01-02T20:17:00,Tortilla Española,1
2025-01-02T20:17:00,Patatas Bravas,1
2025-01-02T20:17:00,Patatas Bravas,1
2025-01-02T20:17:00,Patatas Bravas,1
2025-01-02T20:17:00,Tortilla Española,1
2025-01-02T20:17:00,Seafood Paella (for 2),1
2025-01-02T20:17:00,Mineral Water,1
2025-01-02T20:17:00,Mineral Water,1
2025-01-02T20:17:00,Mineral Water,1
2025-01-02T20:17:00,House Red Wine,1
2025-01-02T20:18:00,Patatas Bravas,1
2025-01-02T20:18:00,Patatas Bravas,1
2025-01-02T20:18:00,Tortilla Española,1
2025-01-02T20:18:00,Tortilla Española,1
2025-01-02T20:18:00,Seafood Paella (for 2),1
2025-01-02T20:18:00,Mineral Water,1
2025-01-02T20:18:00,Mineral Water,1
2025-01-02T20:18:00,House Red Wine,1
2025-01-02T20:18:00,Crema Catalana,1
2025-01-02T20:18:00,Crema Catalana,1
2025-01-02T20:24:00,Tortilla Española,1
2025-01-02T20:24:00,Mineral Water,1
2025-01-02T20:24:00,Tortilla Española,1
2025-01-02T20:24:00,Tortilla Española,1
2025-01-02T20:24:00,Tortilla Española,1
2025-01-02T20:24:00,Seafood Paella (for 2),1
2025-01-02T20:24:00,Mineral Water,1
2025-01-02T20:24:00,House Red Wine,1
2025-01-02T20:24:00,Crema Catalana,1
2025-01-02T20:48:00,Patatas Bravas,1
2025-01-02T20:48:00,Seafood Paella (for 2),1
2025-01-02T20:48:00,Mineral Water,1
2025-01-03T13:00:00,Patatas Bravas,1
2025-01-03T13:00:00,Tortilla Española,1
2025-01-03T13:00:00,Patatas Bravas,1
2025-01-03T13:00:00,Mineral Water,1
2025-01-03T13:00:00,Mineral Water,1
2025-01-03T13:00:00,Crema Catalana,1
2025-01-03T13:10:00,Tortilla Española,1
2025-01-03T13:10:00,Patatas Bravas,1
2025-01-03T13:10:00,Patatas Bravas,1
2025-01-03T13:10:00,House Red Wine,1
2025-01-03T13:10:00,Mineral Water,1
2025-01-03T13:10:00,Crema Catalana,1
2025-01-03T13:10:00,Crema Catalana,1
2025-01-03T13:11:00,Patatas Bravas,1
2025-01-03T13:11:00,Patatas Bravas,1
2025-01-03T13:11:00,Tortilla Española,1
2025-01-03T13:11:00,Seafood Paella (for 2),1
2025-01-03T13:11:00,Mineral Water,1
2025-01-03T13:11:00,Mineral Water,1
2025-01-03T13:11:00,Crema Catalana,1
2025-01-03T13:16:00,Patatas Bravas,1
2025-01-03T13:16:00,Seafood Paella (for 2),1
2025-01-03T13:16:00,House Red Wine,1
2025-01-03T13:25:00,Patatas Bravas,1
2025-01-03T13:25:00,Patatas Bravas,1
2025-01-03T13:25:00,Tortilla Española,1
2025-01-03T13:25:00,Mineral Water,1
2025-01-03T13:25:00,Mineral Water,1
2025-01-03T13:28:00,Tortilla Española,1
2025-01-03T13:28:00,Tortilla Española,1
2025-01-03T13:28:00,Tortilla Española,1
2025-01-03T13:28:00,Patatas Bravas,1
2025-01-03T13:28:00,Patatas Bravas,1
2025-01-03T13:28:00,Patatas Bravas,1
2025-01-03T13:28:00,Seafood Paella (for 2),1
2025-01-03T13:28:00,Mineral Water,1
2025-01-03T13:28:00,House Red Wine,1
2025-01-03T13:28:00,House Red Wine,1
2025-01-03T13:28:00,Mineral Water,1
2025-01-03T13:29:00,Tortilla Española,1
2025-01-03T13:29:00,Patatas Bravas,1
2025-01-03T13:29:00,Patatas Bravas,1
2025-01-03T13:29:00,Tortilla Española,1
2025-01-03T13:29:00,Seafood Paella (for 2),1
2025-01-03T13:29:00,Mineral Water,1
2025-01-03T13:29:00,Mineral Water,1
2025-01-03T13:29:00,Mineral Water,1
2025-01-03T13:31:00,Tortilla Española,1
2025-01-03T13:31:00,Patatas Bravas,1
2025-01-03T13:31:00,Tortilla Española,1
2025-01-03T13:31:00,Patatas Bravas,1
2025-01-03T13:31:00,Tortilla Española,1
2025-01-03T13:31:00,Tortilla Española,1
2025-01-03T13:31:00,House Red Wine,1
2025-01-03T13:31:00,Mineral Water,1
2025-01-03T13:31:00,House Red Wine,1
2025-01-03T13:31:00,Mineral Water,1
2025-01-03T13:31:00,Crema Catalana,1
2025-01-03T13:31:00,Crema Catalana,1
2025-01-03T13:31:00,Crema Catalana,1
2025-01-03T13:37:00,Patatas Bravas,1
2025-01-03T13:37:00,Patatas Bravas,1
2025-01-03T13:37:00,Patatas Bravas,1
2025-01-03T13:37:00,Patatas Bravas,1
2025-01-03T13:37:00,House Red Wine,1
2025-01-03T13:37:00,Mineral Water,1
2025-01-03T13:37:00,House Red Wine,1
2025-01-03T13:42:00,Patatas Bravas,1
2025-01-03T13:42:00,Patatas Bravas,1
2025-01-03T13:42:00,Patatas Bravas,1
2025-01-03T13:42:00,Tortilla Española,1
2025-01-03T13:42:00,House Red Wine,1
2025-01-03T13:42:00,Mineral Water,1
2025-01-03T13:42:00,Mineral Water,1
2025-01-03T13:42:00,Crema Catalana,1
2025-01-03T13:42:00,Crema Catalana,1
2025-01-03T13:42:00,Crema Catalana,1
2025-01-03T13:48:00,Tortilla Española,1
2025-01-03T13:48:00,Patatas Bravas,1
2025-01-03T13:48:00,Patatas Bravas,1
2025-01-03T13:48:00,Patatas Bravas,1
2025-01-03T13:48:00,Tortilla Española,1
2025-01-03T13:48:00,Tortilla Española,1
2025-01-03T13:48:00,Seafood Paella (for 2),1
2025-01-03T13:48:00,Mineral Water,1
2025-01-03T13:48:00,House Red Wine,1
2025-01-03T13:48:00,House Red Wine,1
2025-01-03T13:48:00,House Red Wine,1
2025-01-03T13:48:00,Crema Catalana,1
2025-01-03T13:48:00,Crema Catalana,1
2025-01-03T13:48:00,Crema Catalana,1
2025-01-03T13:50:00,Patatas Bravas,1
2025-01-03T13:50:00,Patatas Bravas,1
2025-01-03T13:50:00,Tortilla Española,1
2025-01-03T13:50:00,Mineral Water,1
2025-01-03T13:50:00,Mineral Water,1
2025-01-03T13:59:00,Patatas Bravas,1
2025-01-03T13:59:00,Tortilla Española,1
2025-01-03T13:59:00,Tortilla Española,1
2025-01-03T13:59:00,Mineral Water,1
2025-01-03T13:59:00,House Red Wine,1
2025-01-03T13:59:00,Crema Catalana,1
2025-01-03T13:59:00,Crema Catalana,1
2025-01-03T14:05:00,Tortilla Española,1
2025-01-03T14:05:00,Tortilla Española,1
2025-01-03T14:05:00,Patatas Bravas,1
2025-01-03T14:05:00,House Red Wine,1
2025-01-03T14:05:00,Mineral Water,1
2025-01-03T14:14:00,Patatas Bravas,1
2025-01-03T14:14:00,Tortilla Española,1
2025-01-03T14:14:00,Patatas Bravas,1
2025-01-03T14:14:00,Tortilla Española,1
2025-01-03T14:14:00,Tortilla Española,1
2025-01-03T14:14:00,Tortilla Española,1
2025-01-03T14:14:00,House Red Wine,1
2025-01-03T14:14:00,Mineral Water,1
2025-01-03T14:14:00,House Red Wine,1
2025-01-03T14:14:00,Mineral Water,1
2025-01-03T14:14:00,Crema Catalana,1
2025-01-03T14:20:00,Patatas Bravas,1
2025-01-03T14:20:00,Seafood Paella (for 2),1
2025-01-03T14:20:00,Mineral Water,1
2025-01-03T14:20:00,Crema Catalana,1
2025-01-03T14:25:00,Tortilla Española,1
2025-01-03T14:25:00,Patatas Bravas,1
2025-01-03T14:25:00,Tortilla Española,1
2025-01-03T14:25:00,Tortilla Española,1
2025-01-03T14:25:00,Patatas Bravas,1
2025-01-03T14:25:00,Patatas Bravas,1
2025-01-03T14:25:00,Seafood Paella (for 2),1
2025-01-03T14:25:00,House Red Wine,1
2025-01-03T14:25:00,House Red Wine,1
2025-01-03T14:25:00,Mineral Water,1
2025-01-03T14:25:00,Mineral Water,1
2025-01-03T14:33:00,Patatas Bravas,1
2025-01-03T14:33:00,House Red Wine,1
2025-01-03T14:37:00,Tortilla Española,1
2025-01-03T14:37:00,Patatas Bravas,1
2025-01-03T14:37:00,Tortilla Española,1
2025-01-03T14:37:00,Tortilla Española,1
2025-01-03T14:37:00,Tortilla Española,1
2025-01-03T14:37:00,Tortilla Española,1
2025-01-03T14:37:00,Mineral Water,1
2025-01-03T14:37:00,Mineral Water,1
2025-01-03T14:37:00,Mineral Water,1
2025-01-03T14:37:00,House Red Wine,1
2025-01-03T14:46:00,Tortilla Española,1
2025-01-03T14:46:00,Tortilla Española,1
2025-01-03T14:46:00,Tortilla Española,1
2025-01-03T14:46:00,Tortilla Española,1
2025-01-03T14:46:00,Patatas Bravas,1
2025-01-03T14:46:00,Tortilla Española,1
2025-01-03T14:46:00,Mineral Water,1
2025-01-03T14:46:00,Mineral Water,1
2025-01-03T14:46:00,House Red Wine,1
2025-01-03T14:46:00,Mineral Water,1
2025-01-03T14:46:00,Crema Catalana,1
2025-01-03T14:46:00,Crema Catalana,1
2025-01-03T14:46:00,Crema Catalana,1
2025-01-03T14:48:00,Patatas Bravas,1
2025-01-03T14:48:00,Patatas Bravas,1
2025-01-03T14:48:00,Tortilla Española,1
2025-01-03T14:48:00,Seafood Paella (for 2),1
2025-01-03T14:48:00,Mineral Water,1
2025-01-03T14:48:00,Mineral Water,1
2025-01-03T14:48:00,Crema Catalana,1
2025-01-03T14:48:00,Crema Catalana,1
2025-01-03T14:50:00,Patatas Bravas,1
2025-01-03T14:50:00,Patatas Bravas,1
2025-01-03T14:50:00,Tortilla Española,1
2025-01-03T14:50:00,Seafood Paella (for 2),1
2025-01-03T14:50:00,House Red Wine,1
2025-01-03T14:50:00,House Red Wine,1
2025-01-03T14:50:00,Crema Catalana,1
2025-01-03T14:50:00,Crema Catalana,1
2025-01-03T14:50:00,Patatas Bravas,1
2025-01-03T14:50:00,Tortilla Española,1
2025-01-03T14:50:00,Tortilla Española,1
2025-01-03T14:50:00,Mineral Water,1
2025-01-03T14:50:00,Mineral Water,1
2025-01-03T14:50:00,Crema Catalana,1
2025-01-03T14:50:00,Crema Catalana,1
2025-01-03T14:51:00,Tortilla Española,1
2025-01-03T14:51:00,Patatas Bravas,1
2025-01-03T14:51:00,Tortilla Española,1
2025-01-03T14:51:00,Tortilla Española,1
2025-01-03T14:51:00,Tortilla Española,1
2025-01-03T14:51:00,Tortilla Española,1
2025-01-03T14:51:00,House Red Wine,1
2025-01-03T14:51:00,House Red Wine,1
2025-01-03T14:51:00,House Red Wine,1
2025-01-03T14:51:00,House Red Wine,1
2025-01-03T14:51:00,Crema Catalana,1
2025-01-03T14:51:00,Crema Catalana,1
2025-01-03T14:51:00,Crema Catalana,1
2025-01-03T14:51:00,Crema Catalana,1
2025-01-03T14:54:00,Patatas Bravas,1
2025-01-03T14:54:00,Tortilla Española,1
2025-01-03T14:54:00,Patatas Bravas,1
2025-01-03T14:54:00,House Red Wine,1
2025-01-03T14:54:00,House Red Wine,1
2025-01-03T14:54:00,Crema Catalana,1
2025-01-03T14:54:00,Tortilla Española,1
2025-01-03T14:54:00,Patatas Bravas,1
2025-01-03T14:54:00,Tortilla Española,1
2025-01-03T14:54:00,Seafood Paella (for 2),1
2025-01-03T14:54:00,Mineral Water,1
2025-01-03T14:54:00,Mineral Water,1
2025-01-03T15:01:00,Patatas Bravas,1
2025-01-03T15:01:00,Patatas Bravas,1
2025-01-03T15:01:00,Patatas Bravas,1
2025-01-03T15:01:00,House Red Wine,1
2025-01-03T15:01:00,Mineral Water,1
2025-01-03T15:35:00,Tortilla Española,1
2025-01-03T15:35:00,House Red Wine,1
2025-01-03T15:35:00,Crema Catalana,1
2025-01-04T13:01:00,Patatas Bravas,1
2025-01-04T13:01:00,Tortilla Española,1
2025-01-04T13:01:00,Patatas Bravas,1
2025-01-04T13:01:00,Mineral Water,1
2025-01-04T13:01:00,House Red Wine,1
2025-01-04T13:06:00,Patatas Bravas,1
2025-01-04T13:06:00,Tortilla Española,1
2025-01-04T13:06:00,Tortilla Española,1
2025-01-04T13:06:00,House Red Wine,1
2025-01-04T13:06:00,House Red Wine,1
2025-01-04T13:07:00,Patatas Bravas,1
2025-01-04T13:07:00,Tortilla Española,1
2025-01-04T13:07:00,Patatas Bravas,1
2025-01-04T13:07:00,Patatas Bravas,1
2025-01-04T13:07:00,House Red Wine,1
2025-01-04T13:07:00,House Red Wine,1
2025-01-04T13:07:00,Mineral Water,1
2025-01-04T13:07:00,Crema Catalana,1
2025-01-04T13:07:00,Crema Catalana,1
2025-01-04T13:07:00,Crema Catalana,1
2025-01-04T13:07:00,Patatas Bravas,1
2025-01-04T13:07:00,Tortilla Española,1
2025-01-04T13:07:00,Patatas Bravas,1
2025-01-04T13:07:00,Tortilla Española,1
2025-01-04T13:07:00,House Red Wine,1
2025-01-04T13:07:00,Mineral Water,1
2025-01-04T13:07:00,House Red Wine,1
2025-01-04T13:10:00,Patatas Bravas,1
2025-01-04T13:10:00,Patatas Bravas,1
2025-01-04T13:10:00,Patatas Bravas,1
2025-01-04T13:10:00,House Red Wine,1
2025-01-04T13:10:00,House Red Wine,1
2025-01-04T13:10:00,Crema Catalana,1
2025-01-04T13:10:00,Crema Catalana,1
2025-01-04T13:11:00,Patatas Bravas,1
2025-01-04T13:11:00,Patatas Bravas,1
2025-01-04T13:11:00,Patatas Bravas,1
2025-01-04T13:11:00,Tortilla Española,1
2025-01-04T13:11:00,Tortilla Española,1
2025-01-04T13:11:00,Patatas Bravas,1
2025-01-04T13:11:00,House Red Wine,1
2025-01-04T13:11:00,House Red Wine,1
2025-01-04T13:11:00,Mineral Water,1
2025-01-04T13:11:00,Mineral Water,1
2025-01-04T13:18:00,Tortilla Española,1
2025-01-04T13:18:00,Tortilla Española,1
2025-01-04T13:18:00,Tortilla Española,1
2025-01-04T13:18:00,House Red Wine,1
2025-01-04T13:18:00,Mineral Water,1
2025-01-04T13:18:00,Crema Catalana,1
2025-01-04T13:18:00,Crema Catalana,1
2025-01-04T13:19:00,Patatas Bravas,1
2025-01-04T13:19:00,Patatas Bravas,1
2025-01-04T13:19:00,Patatas Bravas,1
2025-01-04T13:19:00,Mineral Water,1
2025-01-04T13:19:00,House Red Wine,1
2025-01-04T13:19:00,Tortilla Española,1
2025-01-04T13:19:00,Patatas Bravas,1
2025-01-04T13:19:00,Tortilla Española,1
2025-01-04T13:19:00,House Red Wine,1
2025-01-04T13:19:00,Mineral Water,1
2025-01-04T13:20:00,Patatas Bravas,1
2025-01-04T13:20:00,Tortilla Española,1
2025-01-04T13:20:00,Tortilla Española,1
2025-01-04T13:20:00,House Red Wine,1
2025-01-04T13:20:00,House Red Wine,1
2025-01-04T13:20:00,Patatas Bravas,1
2025-01-04T13:20:00,Tortilla Española,1
2025-01-04T13:20:00,Patatas Bravas,1
2025-01-04T13:20:00,Patatas Bravas,1
2025-01-04T13:20:00,Tortilla Española,1
2025-01-04T13:20:00,Tortilla Española,1
2025-01-04T13:20:00,House Red Wine,1
2025-01-04T13:20:00,Mineral Water,1
2025-01-04T13:20:00,House Red Wine,1
2025-01-04T13:20:00,Mineral Water,1
2025-01-04T13:21:00,Tortilla Española,1
2025-01-04T13:21:00,Tortilla Española,1
2025-01-04T13:21:00,Patatas Bravas,1
2025-01-04T13:21:00,Patatas Bravas,1
2025-01-04T13:21:00,Mineral Water,1
2025-01-04T13:21:00,House Red Wine,1
2025-01-04T13:21:00,House Red Wine,1
2025-01-04T13:21:00,Crema Catalana,1
2025-01-04T13:22:00,Tortilla Española,1
2025-01-04T13:22:00,Tortilla Española,1
2025-01-04T13:22:00,Tortilla Española,1
2025-01-04T13:22:00,Patatas Bravas,1
2025-01-04T13:22:00,Mineral Water,1
2025-01-04T13:22:00,Mineral Water,1
2025-01-04T13:22:00,Mineral Water,1
2025-01-04T13:22:00,Crema Catalana,1
2025-01-04T13:22:00,Crema Catalana,1
2025-01-04T13:22:00,Crema Catalana,1
2025-01-04T13:22:00,Tortilla Española,1
2025-01-04T13:22:00,Patatas Bravas,1
2025-01-04T13:22:00,Patatas Bravas,1
2025-01-04T13:22:00,Patatas Bravas,1
